,_id,azienda,link,luogo,titolo
939,a_0f141ab69598dcc766635ef77a60e25a,Deloitte,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
","Junior, Cyber, Security Analyst"
940,a_1f21e19b3650360ea21f150d8dc938f4,,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Treviso
",Pianificatore di Magazzino (DRP Analyst)
941,a_88f183ff8673d888341a2a4d023e65c9,Banca IFIS,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Mestre, Venezia - Milano
",Credit Analyst
942,a_2007cb84fb5183ff343e3f178ffab133,Fincons Spa,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Vimercate, Monza Brianza
",SENIOR ANALYST - SAP SD
943,a_0bb13dc34b311edd4c95fc6a131387a5,Orienta,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Agrate Brianza, Monza Brianza
","NEOLAUREATO/A IN FARMACIA, CTF - DATA ANALYST (Agrate B.)"
944,a_cbebc562f64e57c473057c604d941823,ADHR Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Pordenone
",BUSINESS INTELLIGENCE ANALYST
945,a_3b915f3c049eb0cc9ff00dbb10cab107,ULIXE GROUP SRL,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Torino
",Data Scientist/Big Data Analyst
946,a_8ff49521712a77c9210effd1ebac2229,Deloitte,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
","Junior, Cyber Risk Management Analyst"
947,a_ff8179bf0c3368495bedbcb66d4274fb,SCR Consulenza,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Varese
",ERP ANALYST
948,a_61145a4367d99c55d8df5f60b2e637c8,JOMA SERVIZI,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Business Analyst Capital Markets_MI
949,a_6b469bc7b96c51a863364d569bc485ff,Minerva SrL R&S Personale - Modena,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Modena
",SUPPLY CHAIN ANALYST SPECIALIST Settore Meccanico Automotive Agricole
950,a_82bdd8de54085bb5561600560964532c,Antal International,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Test Analyst (ICT)
951,a_5b2adbb015a4c8331d1da73bea30d55a,Adecco,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Rozzano, Milano
",QC Analyst
952,a_a64e56b769c1c2e0d5105218b691034e,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Coriano, Rimini
",Data Analyst
953,a_9c0c4c446560e754d7dd1b58f919ddcb,Etjca,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",IT SECURITY ANALYST JUNIOR ROMA
954,a_1fe4eb1cb33a4118fafdaea3632c0ba4,NOICOMPRIAMOAUTO.IT s.r.l. - AUTO1 Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Junior Analyst con JavaScript - Stage
955,a_79061fa2c0e460680528580799452e5d,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Padova
",Internship Business Analyst
956,a_a63870a37dcf473d755bd84ea5dba7f3,,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Categorie protette - Business Intelligence Analyst
957,a_f012df3d55f7b27f8cc2f71f635bdfa2,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Lombardia
",QC Analyst
958,a_d30254cd7d65e6bc663b7b0abf2d4f2b,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Piemonte
",SPARE ANALYST AND PLANNER
959,a_eb8c94751197d9d0b2853517597e4ef9,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Lombardia
",NEO-LAUREATO BUSINESS ANALYST
960,a_ac91d95dccea5352fff47e615a94f6b0,Manpower,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Trieste
",STRATEGIC BUSINESS ANALYST
961,a_db54ea08cf513f2976dc8cbfe05f5028,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Brescia
",back office analyst
962,a_e6fbc77d9ecffe216813ed40cd52013f,Umana,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Gallarate, Varese
",GLOBAL SERVICE DESK ANALYST
963,a_f49fe907ebf379443214b27f909732bd,Openjobmetis,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Senior J2E Analyst
964,a_44bc0713d1cce39ab860d1fbcc1ce55b,Cybertech,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Siem security analyst
965,a_2687feb6363ecdca987366110bc48b87,Optima S.p.A.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Napoli
",Business Analyst
966,a_a0b3f6521c9b8112f3f5ff909a8fce13,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",LOGISTIC ANALYST & SCHEDULER
967,a_552ee02420ba9ee695e0ca351b5e75b4,Power Training Srl,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Stage per Analyst
968,a_599852583d152db9adb463b538438873,Spring Professional,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Varese
",Sales Analyst
969,a_994ed2bf900da98dd8eaff583b166826,Spring Professional,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Verona
",Business analyst SAP SD
970,a_ad9e0323e04803cec5f0a64d9047b5b1,Fincons Spa,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Vimercate, Monza Brianza
",ANALYST – SETTORE MEDIA
971,a_b8a36b296ca4b275369cb81f6bb105ee,Adecco,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Monza, Monza Brianza
",Analista funzionale/Business Analyst
972,a_2b60a9f84ae2b85da0e46d3d41611527,Openjobmetis,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Senior J2E Analyst
973,a_bf308a3af1ca979e91b0c9bb46557a7d,Omicron Consulting,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Business analyst
974,a_0353e01a06f527e3cc555da2b3d203e9,Manpower,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Varese
",Data Analyst
975,a_3176ac0c720f7fc12bb0559ce05b4a4f,Westhouse Italia Srl,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",Test Analyst
976,a_20c03ac7917087d1872b7c2e7c948a2e,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Lombardia
",Business Analyst settore Energy & Utilities
977,a_72d53acdb04ace51113fb48c9a55b4c0,Borsadelcredito.it,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Credit Analyst
978,a_3a35d8d7532bc205393826e891890da4,Hoel Consulting,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",(Rif:E1192) software analyst seniorgruppo multinazionale
979,a_abd87f64f2332cd9ad46656ac14d4b37,Spring Professional,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Firenze
",Trade Marketing Analyst
980,a_00d67e4dd7aadcdcca6e6696330af56f,Perpiu - Lavoropiu S.p.A.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",BUSINESS ANALYST / CONTROLLER (270.FD.414)
981,a_3d7b3eac5841b9c28e1ad72c2589fd09,BETA 80 S.P.A.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Neolaureato materie scientifiche – Junior Data Analyst
982,a_628453134358d96d66974780608dc3b7,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Lombardia
",BUSINESS ANALYST
983,a_b941459ae52df1305b2d4b392effcef0,Adecco Italia Spa - Trento,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Italia
",Consolidation Reporting Analyst - Responsabile di bilancio
984,a_fbbeed9b1e7d1fb29aac22810841fccf,Synergie,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Padova
",PL/SQL Analyst Developer
985,a_3f8b1fb62f694559147f1c3298b492d0,Perpiu,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",BUSINESS ANALYST / CONTROLLER (270.FD.414)
986,a_c98384fb8034dc6468ffd6fad787a819,Reputation Manager S.p.A.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Social media analyst – remote work
987,a_eb7872ffc4cc40f79dc78c7c060407cb,Reputation Manager S.p.A.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Social media analyst – remote work
988,a_6ff26c81ffa2b93596d47db3222ad8b2,Humangest,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Treviso
",Junior business analyst
989,a_78d73b1cbb5971129b2e42c844ab5e94,Lavoropiù,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",BUSINESS ANALYST / CONTROLLER (270.FD.414)
990,a_c99a6413c4bc7eda6969906b8bfc1575,Reputation Manager S.p.A.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Social media analyst – lavoro da remoto
991,a_50457f67a42572a1ad69735777a0f552,Dolmen Technology,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Business Analyst Capital Markets
992,a_880d0c384905984efdc6182227fe1b18,Reputation Manager S.p.A.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Social media analyst – lavoro da remoto
993,a_3d131ec4438e115d214a743ee80ce1b3,Experis,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Senior Analyst - Information Technology Insurance
994,a_616ca0884289974d063479e127d4a132,Manpower,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Brindisi
",Data Analyst
995,a_930362374cc5a43a4b7265343c56d1be,,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Varese
",ERP ANALYST
996,a_adb054ea28f021433ec6979c536f7225,Reputation Manager S.p.A.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Social media analyst – lavoro da remoto
997,a_b75913783414ec983085a077eda4d4fe,Reputation Manager S.p.A.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Social media analyst – remote work
998,a_17a6a01689ae08d85671d1315cf15278,Reputation Manager S.p.A.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Social media analyst – lavoro da remoto
999,a_59e6b371f18b36b319a0285611251788,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Vimercate, Monza Brianza
",Jr Credit Analyst
1000,a_98c232c58a2fc0d18b5043db70665e5b,Manpower,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Seriate, Bergamo
",Commercial Accounting Analyst
1001,a_0c46f0a4d9c134dbcd020661fd522f5a,Future Manager Alliance,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Sales Analyst
1002,a_bad5f4df1eeab5bf2570a314d1331410,Hoel Consulting,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",(Rif:AM1313) business unit analyst - cost controllerimportante gruppo commerciale
1003,a_2aa76dd9630990f89dbd2aca9b5af5c8,,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Anagni, Frosinone
",QUALITY ASSURANCE ANALYST
1004,a_37acf760142692c61d722ffdd0d3a73f,PRAXI S.p.A.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",SENIOR BUSINESS ANALYST (Finance FI/CO)
1005,a_4659505db30a8475aa3fe265750fe4b2,Verisure,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",BUSINESS INTELLIGENCE ANALYST
1006,a_c260818329a817ccc4e01c727f1f2285,Verisure,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",BUSINESS INTELLIGENCE ANALYST
1007,a_583590e44790f577b4f6e36b356496ff,PRAXI S.p.A.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Lucca
",SENIOR BUSINESS ANALYST (Operations MM/PP)
1008,a_1a689d19d31c51317fdfbcdcba192d23,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Liguria
",Stage QC Analyst- Genova
1009,a_4c2e53a87eb36fbb6685cf9421297f2e,Orienta,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",JUNIOR ANALYST
1010,a_ecb723801a72eef55a4925bf70012530,Synergie,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",ORACLE BUSINESS ANALYST
1011,a_72a0f51a2de01339519a5b5bbfd8735f,Manpower,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Trieste
",Business Analyst ambito retail
1012,a_1fec4106e43935a320e127ab4277f7b6,Manpower,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Financial Analyst
1013,a_f1b357f3bd9cdbdb0857e3b5f62cf29f,Manpower,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Senior Analyst - Information Technology Insurance
1014,a_4cef3f1a4c9e0f6161617dc0fccbf0c6,Praxi,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Firenze
",SENIOR BUSINESS ANALYST (Operations MM/PP)
1015,a_862acc836ad1e52dfff366aa8bc9e5c9,Praxi,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",SENIOR BUSINESS ANALYST (Finance FI/CO)
1016,a_529d624e2fe296bed6cce06e6363694e,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Lombardia
",DATA ANALYST SPECIALIST CON INGLESE
1017,a_5d429e6dacc4f4fca6bb57b2843993fb,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Modena
",Business Data Analyst
1018,a_eaf2121546bc1ffc01f5485492c32cff,Manpower,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Italia
",QUALITY CONTROL ANALYST
1019,a_460ea7d7bd2e70999611722229d0bbb9,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",LOGISTIC ANALYST & SCHEDULER
1020,a_8382d7fb59ee3c8566ab91b720e1202e,,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Business Analyst Capital Markets
1021,a_0baefef0722cef0af3a810689888f6a1,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Darfo, Brescia - Boario Terme, Brescia
",BUSINESS ANALYST
1022,a_ad9e93515d83f8826f8ae909aedd6fd5,MAW,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Scandicci, Firenze - Firenze
",Junior ERP Analyst
1023,a_8c9ff5456cdfd45bd16174c2748b95e6,,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Udine - Pordenone
",Senior Functional Analyst
1024,a_4c3a361e2276f797c51624f9b22d860b,Optima S.p.A.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Campania
",Business Analyst
1025,a_51eeff4bfa05ef4f841efc2e3e998284,Adecco,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Data Analyst (L. 68/99)
1026,a_6e845eb38430e44db8e152bdda915087,,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Business Analyst Capital Markets_MI
1027,a_3700c72af0d377944a10c7b359ae5735,Antal International,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Senior Business Analyst / Analista Funzionale
1028,a_dab0544a031be584f57dc7427aaa67be,Profili S.r.l.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Brescia
",FINANCIAL AND BUSINESS ANALYST
1029,a_634aabac9ba44da37e528334890a7642,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Biella
",Business Analyst
1030,a_31e4b7d7084ec1926f3aa207f4a57c2d,Optima S.p.A.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Napoli
",Billing Analyst Specialist
1031,a_62bb2ae759566ee3cd25161ca0658ecc,Gruppo Cimbali spa,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",STAGE QUALITY & TECHNICAL SERVICE ANALYST
1032,a_f6d25aa1145b37d84bfc7253673c659e,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",JUNIOR BUSINESS ANALYST
1033,a_98eb3e42e71ce9b77edab79fc24050f0,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",LOGISTIC ANALYST & SCHEDULER
1034,a_3523368ae965fcfa6f3ad4ead0b2cc07,Emma Villas,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Chiusi, Siena
",PROCESS AND DATA ANALYST
1035,a_4de83767ac72ea339f6655b6a4f4d0e6,JPanik,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Java/j2ee analyst/developer
1036,a_c3421dd1804ebd9a9230c1927ea23287,JPanik,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Angularjs analyst/developer
1037,a_ebea7dfd828b245e1b31dce0109ff0e8,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Villafranca di Verona, Verona
",SAP analyst FI-CO-SD
1038,a_2f08e85adc4aa18007ed478ef24e27ec,Future Manager Recruitment Srl,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Varese
",Credit Analyst
1039,a_3b8d943017b92b4f50e7efa98956fad0,HRCommunity Academy srl,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",SECURITY ANALYST
1040,a_99c37b2acae12f4c23fcfea8d751d3f4,CREDEN S.p.A,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",BUSINESS ANALYST
1041,a_1db9368b05df7bb48a0707e9a70f02db,Relizont,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Venezia
",DATA ANALYST
1042,a_baefad38ff82b13dfefc8c59da0f73f6,Sirti SpA,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",JUNIOR BUSINESS ANALYST - INTERNSHIP
1043,a_f9db7cf6cd4d04a09470e4604d53bb5c,Lavoropiù,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",Stage Pricing Analyst (ap.05.pri)
1044,a_040608c5563a962b177668fa65235aaa,Quanta,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",TESTER ANALYST
1045,a_05f8b5b804d8b1ee4b9de1195290e275,GRENKE Locazione Srl,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Firenze
",Sales Specialist & Credit Analyst
1046,a_c3455bccbe6600ee3d661e70d828dff9,Lavoropiù,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",Stage Pricing Analyst (ap.06.pri)
1047,a_209474c161b2610feb2a016fcaba3d46,,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Pricing & Market Analyst
1048,a_843a3870499eeeb03c4965bc9b312dae,,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Affari Regolatori – Junior Market Analyst
1049,a_50fb8c77637056bc4da2997c865fac32,Umana,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",IT APPLICATION ANALYST
1050,a_77b57b685d88c030978640772edd358c,AB MEDICA S.P.A.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Cerro Maggiore, Milano
",MARKETING DATA ANALYST
1051,a_33081823788928bd9375e603bfb66ccf,BETA 80 S.P.A.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Neolaureato materie scientifiche – Junior Data Analyst
1052,a_45734f265e31aad53304d73d5dbccd3e,Reliable Level,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Security Analyst
1053,a_df9d6f468bdc7f9296d328055a316910,AQUERO' SRL SOCIO UNICO,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Assago, Milano
",Stage BUSINESS ANALYST
1054,a_dd78d5f6c46faf30b1d948c83ac6fe3e,Reliable Level,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Security Analyst IAM
1055,a_7e410bc8266692f49baafa16fe52fb3f,Omicron Consulting,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Business analyst/ analista funzionale
1056,a_56e4b27cdaba96d4393eb5e7c0b8b86d,Lavoropiù,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Torino
",DATA ANALYST
1057,a_cc8bfb1558ecbc9773f12951d1b670ae,Reputation Manager S.p.A.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Social media analyst – lavoro da remoto
1058,a_5c8a4f78944a203c5100dac7d20e3d59,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Security Analyst
1059,a_8151f88a9b301563dc1dde6278b4a96d,Future Manager Recruitment Srl,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Varese
",Credit Analyst
1060,a_59bddf2e872b50022d5f32dbe20ee463,Synergie,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Moncalieri, Torino
",DATA ANALYST NEOLAUREATO ECONOMIA
1061,a_c23e930067dfacd787eb40b1a7056631,Manpower,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Agrate Brianza, Monza Brianza
",Stage Addetto Acquisti e Data Analyst
1062,a_446ff5cbababfd12b866d7bd9ca6f3c4,Future Manager Recruitment,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Varese
",Credit analyst
1063,a_9d62c03e06e0b66168de873b8d716202,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Chieti
",Security Analyst
1064,a_332025e52bbc905268820b13c836664c,Reputation Manager S.p.A.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Social media analyst
1065,a_8fe1a88aa0740b86697d294d33a93c49,Omicron Consulting,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Business Analyst/Analista Funzionale
1066,a_bf1c0dd7d9925aed812e5b67df9daf57,Michael Page,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Marketing Intelligence&Strategic Analyst
1067,a_b7d835a58fd4db0622e4531bec351b2f,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Darfo, Brescia - Boario Terme, Brescia
",BUSINESS ANALYST
1068,a_d27d8ed06453fff196bbafdafe187150,Experis,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Italia
",ALM-PLM System Analyst
1069,a_6f1964e26ac029d9b08cc034c27d7e7e,Manpower,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Business Development Analyst
1070,a_695fb83d6b99d257e80c9c5f0bbeb062,Antal International,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",BUSINESS PROCESS ANALYST
1071,a_cecc7097f351f94aad59b2c9fb5f05cc,MediaWorld,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Provincia di Monza e Brianza
",Junior Pricing Analyst (Stage)
1072,a_3deae5c048e6cd20062a5518410d246b,Manpower,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Alba, Trento
",N. 1 FINANCIAL BUSINESS ANALYST
1073,a_f5b4d391fbbf9855415ec3d8de04ada3,Articolo1,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",IT Security Analyst Junior_
1074,a_45de3c54e45fd0e950a94c341de92cba,Accenture,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Junior Analyst nel settore delle Telecomunicazioni
1075,a_94a8784c1cad557dd67804b35b092ca1,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Torrile, Parma
",Lab Analyst
1076,a_e86f02935eefd9115be924a16b04e26d,,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Tester Analyst
1077,a_62f8acb652223a9e7f934168901af920,Accenture,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Junior Financial Technology Analyst
1078,a_a0238a56f81d628d516b1879463a7f1c,ALI S.p.A.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Seriate, Bergamo
",Junior Data Analyst
1079,a_124d6192678635a425e5ba10dda13c1c,Generazione Vincente,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Alonte, Vicenza
",THERMAL ANALYST
1080,a_9e4e464203ba59b92b86c19ff5e31400,,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Institutional Analyst
1081,a_7ed83a861f7a419d08fd3ee5a3f31c97,Perpiu,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",HR SPECIALIST ORGANIZATION ANALYST (270.MB.18)
1082,a_99c0dddf0a15396bfb559e5059ddb6fd,Manpower,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Novara
",COST ANALYST
1083,a_bb20268810dbde5662b9b95cb6ed8941,Ictpiu,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Technical Analyst/Developer DataStage
1084,a_0f5832952252bac7c3c732b7108b36d5,Etjca,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Pricing Analyst
1085,a_9ce9558a059f41bb5d994f39edb5f239,In Job,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Brescia
",JUNIOR BUSINESS ANALYST
1086,a_a3e1d1b6aca97a96083937a3022d336c,Lavoropiù,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",HR SPECIALIST ORGANIZATION ANALYST (270.MB.18)
1087,a_a1bd1b15a463ba6bfa7b382dddcce544,PRIMESAIL SRL,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Java Analyst Developer
1088,a_ede1035c705ade7c1e5d655199e3ca76,Adecco,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Portogruaro, Venezia
",Sap Analyst
1089,a_2ba44dd578ac4d312cd94998e56ce698,Praxi,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Caserta
",Data Analyst
1090,a_52926c230db8a9e10acc340b09da249c,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Firenze
",Junior Business Analyst
1091,a_0b9a26809136d084f5f0b976f745553d,Quanta,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Junior Analyst - Tester
